size,10,25,50,100,250,500
2x3,3.00,1.20,0.60,0.60,0.60,0.60
2x4,3.00,1.20,0.85,0.80,0.80,0.70
3x5,3.00,1.55,1.50,1.45,1.35,1.25
4x6,3.35,2.50,2.40,2.35,2.15,2.00
5x7,3.65,3.50,3.40,3.40,2.90,2.90
6x9,5.60,5.45,5.25,4.90,4.50,4.50
