size,10,25,50,100,250,500
2x3,3.00,1.20,0.60,0.60,0.55,0.55
2x4,3.00,1.20,0.80,0.80,0.75,0.70
3x5,3.00,1.50,1.45,1.40,1.30,1.20
4x6,3.25,2.40,2.35,2.25,2.10,1.90
5x7,3.50,3.40,3.30,3.30,2.80,2.80
6x9,5.45,5.25,5.05,4.70,4.30,4.30
