size,10,25,50,100,250,500
2x2,3.00,1.20,0.60,0.40,0.40,0.40
3x3,3.00,1.25,0.95,0.90,0.90,0.80
4x4,3.00,1.65,1.60,1.55,1.45,1.35
5x5,3.45,2.60,2.50,2.45,2.25,2.10
6x6,3.75,3.60,3.50,3.25,3.00,3.00
