size,10,25,50,100,250,500
2x2,3.00,1.20,0.60,0.40,0.40,0.40
3x3,3.00,1.20,0.90,0.90,0.85,0.80
4x4,3.00,1.60,1.55,1.50,1.40,1.30
5x5,3.40,2.50,2.45,2.35,2.15,2.00
6x6,3.60,3.50,3.40,3.10,2.90,2.90
